job_id,title,industry,location,pay_rate,required_experience,required_skills,job_type,posting_duration,filled
793,HR Specialist,Retail,New York,60,4,Communication,Contract,12,1
794,Product Manager,Tech,New York,25,2,SQL,Contract,81,1
795,Data Scientist,Education,Seattle,71,10,Python,Full-time,78,0
796,Software Engineer,Tech,Chicago,45,0,SQL,Contract,14,1
797,Software Engineer,Retail,San Francisco,83,9,SQL,Full-time,34,1
798,Product Manager,Healthcare,Seattle,78,11,Excel,Full-time,53,1
799,Product Manager,Finance,Chicago,75,5,Communication,Part-time,20,0
800,Marketing Analyst,Tech,New York,78,14,SQL,Full-time,75,0
801,Data Scientist,Finance,Chicago,89,1,Python,Part-time,16,1
802,Product Manager,Education,New York,52,12,Machine Learning,Contract,70,0
803,Marketing Analyst,Healthcare,Seattle,72,2,SQL,Part-time,56,1
804,Marketing Analyst,Healthcare,Seattle,41,0,Communication,Contract,83,0
805,Product Manager,Tech,Austin,40,8,Excel,Full-time,58,0
806,Software Engineer,Healthcare,Austin,89,7,Python,Contract,4,0
807,Data Scientist,Tech,Austin,89,11,Excel,Contract,4,0
808,Data Scientist,Tech,Seattle,23,1,Machine Learning,Full-time,20,1
809,Software Engineer,Finance,San Francisco,94,14,SQL,Contract,10,0
810,Product Manager,Healthcare,Seattle,81,11,SQL,Full-time,24,1
811,Data Scientist,Tech,Chicago,81,10,Communication,Part-time,26,1
812,Product Manager,Finance,Seattle,43,7,SQL,Full-time,37,1
813,Product Manager,Retail,Seattle,74,11,Python,Full-time,85,1
814,Marketing Analyst,Finance,New York,28,13,Machine Learning,Contract,54,1
815,Software Engineer,Finance,New York,22,8,Excel,Part-time,21,1
816,Product Manager,Tech,New York,50,0,Machine Learning,Full-time,74,0
817,HR Specialist,Education,Seattle,59,12,SQL,Part-time,38,1
818,Software Engineer,Education,San Francisco,55,4,Excel,Part-time,46,1
819,Data Scientist,Education,Chicago,43,7,Communication,Contract,4,1
820,Marketing Analyst,Finance,Chicago,25,14,Machine Learning,Full-time,60,1
821,Data Scientist,Tech,San Francisco,85,10,Excel,Contract,57,1
822,Data Scientist,Healthcare,San Francisco,94,13,Excel,Full-time,45,1
823,Software Engineer,Finance,Chicago,23,1,Excel,Part-time,20,1
824,Data Scientist,Finance,Austin,98,3,Python,Full-time,17,1
825,Product Manager,Tech,New York,25,6,Machine Learning,Full-time,71,0
826,Data Scientist,Retail,New York,70,2,Excel,Part-time,4,1
827,Marketing Analyst,Finance,Chicago,81,12,Machine Learning,Part-time,14,0
828,Marketing Analyst,Retail,San Francisco,76,11,Excel,Full-time,3,1
829,HR Specialist,Retail,Austin,85,4,Communication,Contract,88,1
830,Marketing Analyst,Education,Chicago,98,7,Communication,Full-time,80,0
831,Data Scientist,Tech,New York,94,11,Communication,Part-time,58,0
832,Marketing Analyst,Retail,Seattle,27,9,SQL,Contract,55,0
833,Software Engineer,Tech,San Francisco,45,2,Excel,Part-time,4,1
834,Marketing Analyst,Education,Seattle,70,3,SQL,Part-time,24,1
835,Product Manager,Tech,Chicago,64,13,Machine Learning,Contract,34,1
836,Software Engineer,Finance,New York,63,14,SQL,Part-time,30,1
837,HR Specialist,Retail,Austin,24,8,Machine Learning,Part-time,82,1
838,Product Manager,Tech,Seattle,89,13,Machine Learning,Part-time,19,1
839,Data Scientist,Healthcare,Austin,45,13,Machine Learning,Part-time,31,1
840,Data Scientist,Tech,New York,87,6,SQL,Part-time,60,1
841,Data Scientist,Retail,Seattle,38,0,Excel,Part-time,60,1
842,Product Manager,Education,Austin,39,13,SQL,Part-time,19,0
843,Product Manager,Education,Austin,31,11,Excel,Part-time,49,1
844,Product Manager,Retail,Seattle,66,3,Excel,Part-time,63,1
845,Software Engineer,Finance,New York,20,3,Machine Learning,Full-time,83,0
846,Software Engineer,Finance,Austin,33,8,SQL,Full-time,22,1
847,Data Scientist,Education,Chicago,83,5,Excel,Part-time,24,0
848,Marketing Analyst,Education,Seattle,57,8,Communication,Full-time,76,0
849,Data Scientist,Retail,San Francisco,56,11,Excel,Contract,30,1
850,HR Specialist,Finance,San Francisco,30,14,Communication,Full-time,58,0
851,Software Engineer,Education,New York,96,5,SQL,Part-time,31,1
852,Product Manager,Finance,Chicago,22,5,SQL,Part-time,64,1
853,Software Engineer,Education,Austin,52,4,SQL,Full-time,19,0
854,Product Manager,Tech,San Francisco,25,4,Excel,Part-time,48,1
855,HR Specialist,Healthcare,New York,69,1,Python,Contract,45,0
856,HR Specialist,Tech,Chicago,29,7,Excel,Contract,55,1
857,Software Engineer,Education,Chicago,24,7,Excel,Part-time,55,1
858,Product Manager,Healthcare,New York,42,10,Machine Learning,Contract,18,0
859,HR Specialist,Healthcare,New York,29,12,Machine Learning,Contract,63,0
860,Data Scientist,Education,Austin,63,0,Excel,Full-time,47,1
861,Data Scientist,Education,New York,21,7,Communication,Contract,75,1
862,Product Manager,Finance,Austin,32,4,Machine Learning,Full-time,57,0
863,Software Engineer,Education,Austin,59,1,Excel,Part-time,45,1
864,HR Specialist,Retail,Seattle,21,13,Python,Full-time,33,1
865,Software Engineer,Education,Chicago,84,1,Communication,Part-time,17,1
866,Data Scientist,Retail,Chicago,82,13,SQL,Part-time,70,1
867,HR Specialist,Education,Chicago,92,14,Excel,Part-time,4,1
868,Software Engineer,Finance,Seattle,36,14,Excel,Part-time,20,1
869,Marketing Analyst,Retail,Austin,28,5,Communication,Part-time,47,1
870,Product Manager,Tech,Austin,94,10,Machine Learning,Full-time,15,1
871,Product Manager,Retail,New York,34,12,Machine Learning,Part-time,70,0
872,Marketing Analyst,Finance,Seattle,43,8,Machine Learning,Contract,47,1
873,Data Scientist,Retail,New York,57,0,SQL,Contract,78,1
874,HR Specialist,Education,Seattle,54,11,Communication,Part-time,75,1
875,Product Manager,Education,New York,68,5,Communication,Contract,9,1
876,Marketing Analyst,Finance,San Francisco,88,8,Machine Learning,Full-time,16,1
877,Marketing Analyst,Healthcare,Chicago,81,7,Machine Learning,Full-time,69,1
878,Data Scientist,Education,Chicago,79,10,Python,Part-time,61,1
879,Data Scientist,Tech,Austin,69,5,Python,Part-time,10,1
880,Software Engineer,Finance,San Francisco,97,2,Excel,Part-time,50,0
881,Product Manager,Retail,Chicago,94,7,Excel,Contract,3,1
882,Software Engineer,Retail,Austin,28,8,Communication,Contract,77,1
883,Marketing Analyst,Tech,San Francisco,53,0,Communication,Full-time,70,0
884,HR Specialist,Education,Chicago,95,11,SQL,Contract,81,1
885,HR Specialist,Finance,New York,54,8,SQL,Full-time,51,1
886,Data Scientist,Tech,Seattle,20,13,Python,Contract,19,1
887,HR Specialist,Education,San Francisco,59,14,Excel,Full-time,42,0
888,HR Specialist,Finance,Austin,83,5,Python,Part-time,35,0
889,HR Specialist,Retail,San Francisco,41,5,Python,Contract,46,1
890,Marketing Analyst,Finance,Austin,79,11,Excel,Full-time,26,0
891,HR Specialist,Healthcare,San Francisco,83,3,SQL,Contract,69,1
892,HR Specialist,Finance,Austin,91,0,Excel,Part-time,64,1
893,HR Specialist,Healthcare,Chicago,30,9,Machine Learning,Full-time,37,0
894,Software Engineer,Finance,New York,33,7,Machine Learning,Contract,84,1
895,Marketing Analyst,Healthcare,Chicago,79,1,Machine Learning,Contract,49,1
896,Data Scientist,Retail,New York,49,11,Communication,Part-time,21,1
897,Software Engineer,Education,Chicago,54,0,SQL,Part-time,74,1
898,Product Manager,Healthcare,Chicago,56,1,SQL,Full-time,64,1
899,Marketing Analyst,Healthcare,San Francisco,24,0,Communication,Contract,5,1
900,Marketing Analyst,Retail,Seattle,97,0,Python,Contract,70,1
901,Product Manager,Healthcare,Austin,45,8,Machine Learning,Part-time,4,1
902,Product Manager,Tech,Austin,81,12,Machine Learning,Part-time,39,1
903,Product Manager,Retail,Austin,23,13,Python,Full-time,35,1
904,Data Scientist,Tech,New York,61,0,Excel,Contract,1,1
905,HR Specialist,Retail,Austin,37,12,Excel,Contract,24,1
906,Marketing Analyst,Healthcare,Austin,59,3,SQL,Full-time,57,0
907,HR Specialist,Tech,San Francisco,91,9,Communication,Full-time,70,1
908,HR Specialist,Healthcare,Chicago,58,5,SQL,Part-time,41,0
909,Product Manager,Retail,Austin,33,6,Excel,Part-time,54,1
910,Data Scientist,Healthcare,Seattle,51,1,Python,Full-time,46,1
911,Software Engineer,Tech,Austin,70,5,SQL,Full-time,60,1
912,Data Scientist,Tech,New York,57,6,Machine Learning,Contract,60,1
913,HR Specialist,Healthcare,New York,42,9,Machine Learning,Full-time,57,1
914,Data Scientist,Finance,New York,82,13,Python,Full-time,31,1
915,Product Manager,Retail,Austin,34,9,Excel,Contract,84,1
916,Software Engineer,Retail,San Francisco,44,1,Machine Learning,Full-time,24,1
917,Product Manager,Healthcare,Seattle,36,14,Machine Learning,Part-time,89,1
918,Software Engineer,Finance,Austin,85,1,Communication,Part-time,36,1
919,HR Specialist,Tech,San Francisco,97,9,SQL,Contract,85,0
920,Software Engineer,Education,San Francisco,72,6,Excel,Full-time,30,1
921,Software Engineer,Education,Austin,70,11,SQL,Part-time,24,1
922,Software Engineer,Healthcare,Austin,58,0,Excel,Part-time,30,1
923,Data Scientist,Finance,San Francisco,70,7,Machine Learning,Part-time,86,0
924,Data Scientist,Finance,San Francisco,89,10,Communication,Part-time,7,1
925,HR Specialist,Retail,San Francisco,25,12,SQL,Full-time,35,0
926,Software Engineer,Tech,Austin,86,2,Machine Learning,Full-time,55,1
927,Marketing Analyst,Finance,San Francisco,26,10,Excel,Full-time,14,1
928,HR Specialist,Education,New York,70,5,SQL,Full-time,10,1
929,Software Engineer,Tech,Austin,91,8,SQL,Part-time,80,0
930,Software Engineer,Tech,New York,61,5,Machine Learning,Contract,16,1
931,Data Scientist,Healthcare,Chicago,83,8,SQL,Contract,54,1
932,HR Specialist,Finance,Austin,34,6,Communication,Part-time,89,1
933,Software Engineer,Healthcare,Chicago,48,14,Communication,Part-time,77,1
934,Software Engineer,Finance,San Francisco,52,8,Machine Learning,Contract,70,0
935,HR Specialist,Retail,San Francisco,46,1,Excel,Contract,44,1
936,Marketing Analyst,Healthcare,Seattle,55,11,Machine Learning,Part-time,73,1
937,HR Specialist,Healthcare,San Francisco,48,7,Communication,Part-time,45,1
938,HR Specialist,Education,Chicago,57,7,Python,Full-time,56,0
939,Marketing Analyst,Healthcare,San Francisco,76,1,Python,Full-time,84,1
940,HR Specialist,Finance,Austin,46,11,SQL,Contract,82,1
941,Software Engineer,Education,San Francisco,74,13,SQL,Part-time,57,1
942,HR Specialist,Healthcare,Seattle,52,3,Python,Contract,21,0
943,Marketing Analyst,Healthcare,San Francisco,87,13,Communication,Full-time,68,1
944,Product Manager,Retail,Chicago,85,14,SQL,Full-time,50,0
945,HR Specialist,Healthcare,Chicago,29,10,Machine Learning,Contract,33,1
946,Data Scientist,Tech,San Francisco,24,14,Machine Learning,Full-time,7,0
947,Software Engineer,Education,Chicago,93,6,Communication,Part-time,70,1
948,Software Engineer,Tech,Chicago,57,10,SQL,Contract,15,1
949,Data Scientist,Education,Seattle,32,3,Machine Learning,Part-time,82,1
950,Data Scientist,Retail,Austin,50,3,SQL,Part-time,32,0
951,HR Specialist,Healthcare,Seattle,66,5,SQL,Full-time,75,1
952,Data Scientist,Healthcare,New York,71,9,Machine Learning,Part-time,20,1
953,Product Manager,Healthcare,Seattle,75,5,Python,Contract,88,1
954,Marketing Analyst,Education,San Francisco,34,9,Machine Learning,Part-time,15,1
955,Data Scientist,Healthcare,Austin,48,14,Communication,Part-time,48,0
956,Data Scientist,Tech,San Francisco,27,2,Excel,Part-time,71,1
957,Product Manager,Healthcare,New York,24,14,Machine Learning,Part-time,21,0
958,Software Engineer,Retail,Austin,48,8,SQL,Part-time,42,1
959,Software Engineer,Tech,Chicago,66,11,SQL,Full-time,26,0
960,HR Specialist,Healthcare,Seattle,87,9,Machine Learning,Contract,14,1
961,Product Manager,Healthcare,San Francisco,95,13,Excel,Full-time,57,1
962,Marketing Analyst,Finance,New York,64,10,Machine Learning,Contract,37,1
963,Marketing Analyst,Education,Chicago,21,1,Excel,Contract,58,1
964,Product Manager,Tech,Seattle,46,5,Excel,Contract,21,1
965,Marketing Analyst,Finance,Chicago,55,11,Communication,Contract,82,1
966,Software Engineer,Retail,Seattle,55,6,SQL,Contract,69,0
967,Marketing Analyst,Education,Austin,45,11,SQL,Part-time,3,1
968,Marketing Analyst,Tech,Chicago,62,12,Excel,Full-time,87,0
969,Product Manager,Healthcare,Chicago,46,8,SQL,Full-time,37,1
970,Product Manager,Tech,Chicago,88,12,Python,Part-time,88,1
971,Marketing Analyst,Healthcare,Austin,39,2,Excel,Contract,49,1
972,Data Scientist,Education,New York,30,9,SQL,Full-time,19,0
973,Product Manager,Healthcare,Seattle,93,2,Python,Part-time,89,1
974,HR Specialist,Retail,Chicago,57,6,Communication,Part-time,85,1
975,HR Specialist,Healthcare,Austin,25,13,SQL,Full-time,12,1
976,Software Engineer,Retail,New York,91,3,Python,Full-time,61,1
977,Marketing Analyst,Education,Seattle,42,12,Machine Learning,Contract,41,1
978,Data Scientist,Education,Austin,66,7,Machine Learning,Contract,33,0
979,Software Engineer,Tech,Seattle,65,12,Python,Full-time,50,1
980,Marketing Analyst,Retail,Chicago,31,6,Excel,Contract,68,1
981,Product Manager,Retail,New York,32,4,Excel,Part-time,71,0
982,HR Specialist,Finance,Austin,81,6,SQL,Contract,86,0
983,Data Scientist,Finance,New York,79,2,Machine Learning,Contract,33,0
984,HR Specialist,Finance,Chicago,62,11,Excel,Part-time,81,1
985,Product Manager,Healthcare,New York,95,1,Excel,Contract,24,1
986,Marketing Analyst,Finance,New York,87,5,Machine Learning,Part-time,61,0
987,Product Manager,Retail,San Francisco,24,1,Communication,Contract,61,1
988,Product Manager,Healthcare,New York,56,2,Excel,Full-time,28,0
989,HR Specialist,Education,Seattle,91,5,Python,Contract,58,1
990,Data Scientist,Tech,Austin,50,4,SQL,Full-time,43,0
991,Product Manager,Finance,San Francisco,28,7,Excel,Full-time,41,1
992,HR Specialist,Education,Austin,70,8,Excel,Full-time,39,1
993,Data Scientist,Retail,Austin,48,10,Communication,Full-time,86,1
994,Marketing Analyst,Tech,Chicago,97,2,Python,Full-time,49,1
995,Marketing Analyst,Education,Chicago,59,11,SQL,Part-time,17,1
996,Software Engineer,Tech,San Francisco,60,9,Excel,Part-time,70,1
997,HR Specialist,Finance,Chicago,30,2,SQL,Part-time,70,0
998,Data Scientist,Retail,Chicago,42,2,Machine Learning,Full-time,65,0
999,Product Manager,Tech,Chicago,20,12,Excel,Contract,74,1
