job_id,specialty,state,contract_length,pay_rate,weekly_stipend,shift_type,hospital_type,bed_count,experience_years,certification,agency_rating,travel_experience,certification_rarity,filled
540,ICU,Illinois,4,72,915,Day,Teaching,68,8,TNCC,3.899152052805963,0,0.172,0
541,Med-Surg,California,8,79,2087,Day,Government,360,6,CEN,3.558509631144227,1,0.167,1
542,Med-Surg,North Carolina,13,49,1461,Rotating,Government,919,18,CCRN,4.183350172985163,0,0.176,0
543,ICU,Illinois,26,82,2265,Night,Community,935,18,CCRN,4.836460827036056,1,0.176,1
544,Labor & Delivery,North Carolina,13,83,2371,Day,Community,203,5,PALS,4.354245887777864,0,0.1605,1
545,ER,Florida,13,68,1252,Night,Private,439,5,TNCC,4.748586562552862,1,0.172,1
546,ER,Ohio,8,52,2300,Night,Community,309,19,ACLS,4.987436514441843,1,0.1645,1
547,Med-Surg,California,4,51,1086,Night,Private,669,14,BLS,3.7454243062074144,1,0.16,0
548,Labor & Delivery,Texas,8,70,2126,Night,Government,932,14,ACLS,4.537666458712973,1,0.1645,1
549,Labor & Delivery,Illinois,4,85,1816,Day,Community,846,19,ACLS,4.511440360550036,0,0.1645,0
550,Labor & Delivery,New York,26,41,1110,Rotating,Teaching,620,8,TNCC,4.969933171037418,1,0.172,0
551,ER,California,8,89,1007,Rotating,Teaching,174,3,BLS,4.978401100929201,1,0.16,1
552,Labor & Delivery,Georgia,8,74,1417,Day,Government,403,17,PALS,4.5300179175861945,1,0.1605,1
553,ICU,Texas,13,62,1245,Day,Government,322,17,ACLS,3.8654221879732913,0,0.1645,0
554,Pediatrics,Ohio,8,56,1469,Night,Community,668,4,BLS,4.697833757195898,1,0.16,0
555,Labor & Delivery,Florida,4,65,1432,Night,Private,860,19,PALS,3.6605437013165574,0,0.1605,0
556,Pediatrics,North Carolina,8,47,854,Day,Community,294,10,ACLS,4.671048956257443,1,0.1645,0
557,ER,North Carolina,8,68,1711,Rotating,Private,897,4,BLS,4.865294186217045,0,0.16,0
558,Labor & Delivery,Georgia,26,65,1835,Night,Community,499,3,TNCC,4.074250092152653,1,0.172,1
559,Med-Surg,Texas,4,49,1456,Day,Teaching,979,11,CCRN,4.445952942474621,0,0.176,0
560,ER,Illinois,13,65,2223,Day,Teaching,296,1,CCRN,4.14521409814524,1,0.176,1
561,ICU,New York,4,73,2471,Day,Private,569,12,ACLS,4.156647582482193,1,0.1645,1
562,ICU,Illinois,26,80,1779,Night,Community,190,9,ACLS,3.96555633366218,0,0.1645,1
563,Pediatrics,Texas,4,46,1314,Day,Government,411,8,BLS,4.643194430675487,1,0.16,0
564,Pediatrics,California,4,43,2479,Rotating,Private,57,9,CCRN,4.904264846249758,0,0.176,1
565,Med-Surg,Georgia,8,89,2365,Day,Teaching,527,6,ACLS,4.911126288851692,1,0.1645,1
566,Med-Surg,New York,8,84,1036,Night,Private,401,3,PALS,3.7621719273124006,1,0.1605,0
567,ICU,North Carolina,4,50,2102,Rotating,Community,544,18,ACLS,4.812115474484849,1,0.1645,1
568,Labor & Delivery,Georgia,4,68,1147,Rotating,Government,655,9,CCRN,4.606147162140683,1,0.176,0
569,ICU,Georgia,13,75,1426,Day,Government,882,2,CEN,3.879256101035434,0,0.167,1
570,ICU,New York,26,64,1927,Day,Private,476,18,CCRN,3.600926919382272,1,0.176,1
571,Med-Surg,North Carolina,8,60,1429,Rotating,Community,88,1,PALS,3.901995900326567,0,0.1605,0
572,Pediatrics,North Carolina,8,75,2340,Day,Community,642,19,BLS,4.868312355172288,1,0.16,1
573,Med-Surg,Texas,8,49,2071,Night,Government,236,9,PALS,4.449768012343658,1,0.1605,1
574,Med-Surg,Ohio,8,76,1163,Rotating,Teaching,645,1,CEN,4.581581991346807,1,0.167,1
575,Med-Surg,Ohio,4,48,1120,Day,Community,649,1,CEN,3.8857285266636437,0,0.167,0
576,ICU,Illinois,4,63,2456,Rotating,Government,803,16,ACLS,4.5790822333622305,1,0.1645,1
577,Labor & Delivery,Texas,13,74,1085,Day,Government,903,15,ACLS,3.5421822594168857,1,0.1645,0
578,ICU,New York,8,88,948,Day,Community,142,15,CCRN,4.062982018659521,0,0.176,0
579,ER,Texas,8,74,1907,Night,Community,135,13,TNCC,4.440130022813497,1,0.172,1
580,Med-Surg,New York,4,87,1205,Day,Private,93,6,PALS,3.7191448483119802,1,0.1605,0
581,Med-Surg,Georgia,13,75,1777,Day,Teaching,186,10,CCRN,4.7345053616704025,1,0.176,1
582,ER,Illinois,4,57,1255,Day,Private,470,0,TNCC,3.852546948217878,1,0.172,0
583,Med-Surg,California,8,88,1599,Night,Private,123,10,CCRN,4.47842166922767,1,0.176,1
584,Med-Surg,Georgia,8,78,1984,Day,Government,597,3,CEN,4.107795713862995,0,0.167,1
585,Med-Surg,North Carolina,26,71,1812,Day,Government,662,6,ACLS,4.39406539321647,1,0.1645,1
586,ER,California,26,63,1583,Day,Teaching,561,14,ACLS,3.661175828943362,0,0.1645,0
587,ICU,Texas,26,62,1259,Rotating,Private,205,17,CCRN,3.525369199882411,1,0.176,0
588,Med-Surg,New York,13,71,2373,Night,Private,987,11,ACLS,4.864346641070451,1,0.1645,1
589,Labor & Delivery,California,4,76,2323,Rotating,Government,304,16,BLS,3.904445013150774,1,0.16,1
590,ER,Georgia,8,51,1537,Night,Government,220,0,CCRN,4.7295155041706884,1,0.176,0
591,Pediatrics,New York,8,88,1308,Night,Community,777,10,CEN,4.9990254507083005,0,0.167,1
592,ER,Illinois,13,52,2477,Rotating,Private,219,0,CCRN,3.817146886998367,1,0.176,0
593,ICU,Georgia,8,62,1280,Night,Teaching,813,14,CCRN,3.8977561117750334,1,0.176,0
594,ER,North Carolina,8,64,2486,Night,Private,921,9,ACLS,4.494289681451999,0,0.1645,0
595,Pediatrics,Texas,4,74,913,Rotating,Government,371,6,CEN,4.948172951900932,1,0.167,1
596,Labor & Delivery,New York,26,80,1548,Day,Community,616,1,CCRN,4.873721522286116,1,0.176,1
597,Pediatrics,Texas,26,69,2401,Night,Private,505,9,ACLS,4.254313280098377,1,0.1645,0
598,ER,New York,13,56,1160,Rotating,Teaching,993,3,PALS,4.692665423790087,0,0.1605,0
599,Pediatrics,Georgia,26,88,1140,Night,Government,652,11,CEN,3.7036187796498514,1,0.167,0
600,ER,Ohio,26,59,1569,Rotating,Community,839,18,TNCC,4.966157276306019,0,0.172,0
601,Labor & Delivery,Ohio,13,87,1560,Day,Private,662,10,BLS,4.946529851053979,0,0.16,1
602,Labor & Delivery,New York,13,64,1768,Night,Teaching,204,7,TNCC,3.7455934368187567,0,0.172,1
603,ICU,Illinois,26,61,1248,Day,Government,938,17,CEN,3.9491346872046598,0,0.167,0
604,Labor & Delivery,Texas,4,52,1634,Day,Teaching,398,10,CCRN,3.6502324962601502,0,0.176,0
605,Med-Surg,North Carolina,13,58,2003,Rotating,Private,500,10,ACLS,3.9075763983472696,1,0.1645,0
606,Pediatrics,Florida,8,88,2230,Night,Government,925,12,CEN,4.72393368412281,1,0.167,1
607,Pediatrics,New York,13,75,2489,Night,Private,702,2,BLS,4.067473410747889,0,0.16,1
608,ER,New York,8,51,2019,Night,Community,222,11,CEN,3.6325954507201375,0,0.167,0
609,Labor & Delivery,Ohio,13,80,2289,Night,Private,59,2,ACLS,4.013338287168357,1,0.1645,1
610,ICU,California,13,58,1110,Night,Community,789,9,TNCC,4.972075001361921,1,0.172,0
611,ICU,Georgia,26,51,1061,Rotating,Private,314,16,PALS,4.444525392888805,0,0.1605,0
612,ICU,Ohio,26,48,2242,Night,Teaching,487,1,TNCC,4.124241419609237,0,0.172,1
613,Med-Surg,Texas,26,46,1205,Day,Teaching,809,16,ACLS,3.749807770245905,0,0.1645,0
614,Labor & Delivery,Ohio,4,67,942,Day,Government,296,15,ACLS,4.979265195925542,0,0.1645,1
615,ICU,Florida,26,53,1141,Night,Teaching,716,1,BLS,4.731273513894693,0,0.16,0
616,Med-Surg,Illinois,26,70,2139,Rotating,Teaching,595,19,CEN,3.922215953676379,1,0.167,1
617,Pediatrics,Georgia,13,58,1924,Rotating,Community,548,5,CEN,3.605103043581784,0,0.167,0
618,ER,Florida,13,86,1043,Night,Teaching,178,9,TNCC,3.584938336066337,1,0.172,0
619,Labor & Delivery,Illinois,4,55,1289,Day,Community,721,9,PALS,3.6805672242583007,0,0.1605,0
620,Labor & Delivery,Florida,8,44,811,Night,Community,650,7,PALS,4.3711528754216324,1,0.1605,0
621,Pediatrics,North Carolina,13,74,2062,Night,Community,654,0,BLS,4.893145131808239,1,0.16,1
622,Labor & Delivery,Georgia,13,51,1360,Night,Private,376,12,ACLS,4.245115142008977,1,0.1645,0
623,Labor & Delivery,Ohio,8,64,841,Rotating,Community,802,8,BLS,4.764418223684296,1,0.16,0
624,Labor & Delivery,Florida,4,60,1477,Rotating,Private,884,9,CEN,4.168829929789712,1,0.167,0
625,Labor & Delivery,Ohio,13,75,1393,Day,Community,453,14,CCRN,4.562875318651738,1,0.176,1
626,Med-Surg,Georgia,26,62,2252,Day,Private,678,4,CCRN,4.597809105929751,1,0.176,1
627,Med-Surg,Ohio,4,55,1981,Night,Government,655,15,CCRN,3.760945558855008,1,0.176,0
628,ER,Texas,8,78,2039,Day,Government,724,12,ACLS,4.041824088463717,1,0.1645,1
629,Labor & Delivery,Ohio,8,84,2493,Night,Private,660,19,BLS,4.455953234807036,1,0.16,1
630,Pediatrics,California,26,81,2285,Day,Government,674,17,TNCC,3.606044912276549,1,0.172,1
631,ICU,Florida,26,78,933,Night,Teaching,408,10,CEN,4.0423102816444345,1,0.167,0
632,ER,Georgia,26,53,1890,Rotating,Community,652,8,CCRN,4.302199199421789,0,0.176,0
633,ICU,New York,4,70,1830,Night,Private,907,15,PALS,4.994336739566958,0,0.1605,1
634,ICU,New York,8,44,1747,Rotating,Government,767,1,BLS,4.211800343933661,1,0.16,0
635,Labor & Delivery,New York,26,74,2349,Rotating,Government,66,1,CEN,4.724085135671485,0,0.167,1
636,Pediatrics,Georgia,26,62,872,Day,Teaching,323,11,CEN,4.148100927599927,1,0.167,0
637,ICU,California,8,68,1198,Day,Community,734,7,PALS,4.694586083929563,0,0.1605,1
638,ICU,Ohio,13,82,2228,Rotating,Teaching,165,8,PALS,4.393122202430162,1,0.1605,1
639,ER,Florida,4,50,2498,Night,Private,910,11,PALS,4.829893162253597,1,0.1605,1
640,Pediatrics,Illinois,13,57,1377,Night,Government,742,8,CCRN,4.116413828525165,1,0.176,0
641,Pediatrics,Illinois,26,86,1658,Day,Government,140,9,CCRN,4.406456629732219,1,0.176,1
642,ICU,Georgia,4,51,929,Night,Government,131,1,BLS,4.445028020928241,1,0.16,0
643,Pediatrics,Texas,13,48,1730,Night,Teaching,373,15,PALS,4.12607441270071,1,0.1605,1
644,ER,California,8,49,2289,Night,Teaching,163,19,TNCC,3.716468065531222,1,0.172,0
645,ER,Florida,26,83,2029,Rotating,Community,818,6,CEN,3.640339110368503,0,0.167,1
646,ER,Ohio,4,56,1065,Rotating,Private,107,1,PALS,3.5250073258994497,1,0.1605,0
647,Labor & Delivery,New York,4,77,2360,Night,Community,203,0,CEN,4.810301396367822,1,0.167,1
648,ICU,California,4,46,1592,Day,Community,926,18,ACLS,3.854712368358042,1,0.1645,0
649,Pediatrics,California,4,85,1052,Night,Government,453,3,ACLS,3.8172601239226522,1,0.1645,0
650,ER,Florida,26,52,1621,Day,Teaching,677,1,PALS,4.604053100639098,1,0.1605,0
651,ICU,Georgia,26,79,2112,Rotating,Private,904,13,CEN,3.9800241696310876,0,0.167,1
652,ICU,Ohio,8,81,963,Night,Community,315,1,ACLS,4.259067038617755,0,0.1645,1
653,Labor & Delivery,North Carolina,8,48,894,Night,Private,364,14,PALS,3.7437665979461845,1,0.1605,0
654,Pediatrics,North Carolina,8,89,1632,Day,Government,764,11,CEN,4.939618582192954,1,0.167,1
655,Pediatrics,Georgia,13,66,1933,Day,Community,90,4,PALS,4.777372100025856,1,0.1605,1
656,ER,Georgia,8,41,1135,Night,Teaching,154,19,CCRN,4.795684434447505,0,0.176,0
657,ER,Texas,26,44,1621,Night,Community,950,6,CEN,4.110160622858007,1,0.167,0
658,ICU,Georgia,13,68,1037,Day,Government,939,9,ACLS,4.64354182056076,1,0.1645,1
659,Pediatrics,Ohio,26,76,1180,Rotating,Community,242,13,PALS,3.71581423308467,1,0.1605,0
660,Pediatrics,Texas,13,77,2259,Day,Government,450,13,ACLS,3.5129285038876703,0,0.1645,1
661,ER,North Carolina,8,58,1698,Night,Community,327,4,PALS,3.5299593988670424,0,0.1605,0
662,Med-Surg,Texas,8,47,1282,Rotating,Private,403,17,BLS,4.379902606106841,0,0.16,0
663,ICU,New York,8,87,1701,Rotating,Teaching,798,13,ACLS,4.183092357871911,0,0.1645,1
664,Pediatrics,New York,13,84,1848,Rotating,Government,986,1,ACLS,4.27702302336278,0,0.1645,1
665,Labor & Delivery,North Carolina,26,40,2476,Rotating,Private,782,11,TNCC,3.511194710625829,0,0.172,0
666,Labor & Delivery,Florida,4,61,1940,Night,Government,629,5,CCRN,4.134029929486139,1,0.176,0
667,Med-Surg,North Carolina,26,56,1281,Rotating,Community,758,3,ACLS,4.577102241801291,1,0.1645,0
668,ER,Ohio,8,46,2215,Day,Government,305,12,CEN,4.164040552951153,1,0.167,1
669,ER,Georgia,13,64,1716,Day,Government,700,3,PALS,4.598328809468334,0,0.1605,0
670,ER,Texas,13,84,1793,Day,Teaching,873,13,BLS,3.849528446595252,1,0.16,1
671,Labor & Delivery,Florida,8,43,1763,Night,Private,996,15,CEN,4.719713006722588,1,0.167,1
672,ER,Texas,13,75,1336,Rotating,Community,710,3,CEN,4.382646860680179,0,0.167,1
673,Labor & Delivery,California,8,45,1902,Day,Teaching,148,0,CEN,3.816144649144859,1,0.167,0
674,Med-Surg,Illinois,26,70,2403,Day,Government,637,12,CEN,3.8550807137807492,0,0.167,1
675,ICU,Illinois,13,58,1996,Day,Teaching,331,3,BLS,4.442045696854306,1,0.16,1
676,Pediatrics,Texas,4,83,1835,Rotating,Government,932,19,TNCC,4.744909389818665,1,0.172,1
677,Med-Surg,Florida,13,78,927,Day,Community,452,17,CCRN,4.123441673043732,1,0.176,1
678,Labor & Delivery,North Carolina,8,66,2431,Rotating,Government,158,5,ACLS,3.8874506436913885,1,0.1645,0
679,Med-Surg,New York,4,49,891,Rotating,Teaching,749,2,CEN,4.8005174103659005,1,0.167,0
680,Pediatrics,Ohio,8,65,2476,Rotating,Teaching,248,12,ACLS,4.503902437626253,1,0.1645,1
681,ICU,Texas,13,58,1342,Night,Government,352,15,ACLS,4.172128230924615,1,0.1645,0
682,Pediatrics,Texas,4,78,1645,Night,Private,376,4,CEN,4.231850292918953,0,0.167,1
683,Labor & Delivery,Ohio,4,42,2355,Rotating,Teaching,203,3,TNCC,3.8063847019045944,0,0.172,0
684,Pediatrics,North Carolina,13,84,2481,Rotating,Private,601,7,ACLS,4.440203945097266,1,0.1645,1
685,Med-Surg,Georgia,4,52,1788,Night,Private,694,18,PALS,4.038113765814333,1,0.1605,0
686,ER,New York,26,89,1246,Night,Private,454,13,ACLS,4.993467765011523,1,0.1645,1
687,Med-Surg,Texas,4,67,1189,Rotating,Private,511,6,CCRN,4.220275272892832,0,0.176,1
688,Labor & Delivery,California,4,59,1471,Night,Teaching,181,13,CEN,4.22882840928442,1,0.167,0
689,ICU,New York,26,67,842,Day,Teaching,840,5,BLS,4.348777681116008,0,0.16,1
690,Pediatrics,California,8,47,1053,Rotating,Private,923,11,ACLS,4.87513400467812,1,0.1645,0
691,ICU,Illinois,8,80,1953,Rotating,Teaching,133,15,TNCC,4.701227149789625,1,0.172,1
692,Labor & Delivery,Ohio,26,78,1883,Night,Private,448,16,PALS,4.176695104696762,1,0.1605,1
693,Pediatrics,New York,4,40,1462,Day,Private,803,12,PALS,4.578048898959194,0,0.1605,0
694,Med-Surg,Georgia,13,42,1266,Night,Private,677,13,BLS,4.379353248171142,1,0.16,0
695,Med-Surg,New York,26,52,1086,Day,Government,158,6,CCRN,4.2385505730518735,1,0.176,0
696,Labor & Delivery,Florida,13,67,1810,Day,Community,270,13,BLS,3.7884736591765256,1,0.16,1
697,Pediatrics,Florida,8,88,2340,Rotating,Teaching,953,14,CCRN,4.195904395182336,1,0.176,1
698,Med-Surg,Ohio,26,64,2290,Day,Teaching,602,11,ACLS,3.868727880533862,1,0.1645,0
699,Labor & Delivery,Georgia,13,72,1577,Rotating,Private,417,16,CEN,4.872263224777482,1,0.167,1
700,Labor & Delivery,New York,4,77,1144,Day,Government,196,8,TNCC,4.003110220244521,1,0.172,0
701,ICU,North Carolina,26,45,1441,Rotating,Government,161,14,PALS,4.928396021800058,0,0.1605,0
702,Med-Surg,Illinois,13,83,1181,Day,Teaching,664,11,BLS,4.299582935142067,1,0.16,1
703,Pediatrics,Georgia,26,84,1489,Night,Private,607,1,TNCC,4.447316568014241,1,0.172,0
704,Med-Surg,Texas,26,71,2076,Day,Teaching,973,4,CCRN,4.314410666733991,0,0.176,1
705,Med-Surg,Ohio,8,84,1879,Night,Private,543,12,CEN,3.6940709254500512,0,0.167,1
706,Med-Surg,North Carolina,8,86,2286,Day,Private,554,19,PALS,4.063731828511911,1,0.1605,1
707,Labor & Delivery,Georgia,4,60,1256,Day,Community,524,7,PALS,3.6487191684164357,0,0.1605,0
708,ER,Ohio,8,55,1782,Rotating,Private,885,13,CCRN,4.4344310662750726,1,0.176,0
709,ER,Georgia,8,60,882,Day,Community,939,14,CEN,4.170311292800658,0,0.167,0
710,ICU,Florida,8,50,1922,Day,Teaching,320,10,PALS,4.666977457356405,1,0.1605,1
711,Med-Surg,Illinois,13,76,948,Day,Teaching,470,0,CEN,3.8307057214990548,1,0.167,0
712,ER,Ohio,26,75,2152,Night,Government,946,2,PALS,3.7468490876440024,1,0.1605,1
713,ICU,Illinois,8,74,1979,Rotating,Community,756,16,ACLS,4.109498346445652,1,0.1645,1
714,Labor & Delivery,Ohio,13,58,989,Rotating,Teaching,416,18,CCRN,4.889878074827571,1,0.176,0
715,Med-Surg,Florida,26,59,2317,Day,Community,329,13,CEN,4.565632722518618,1,0.167,1
716,Pediatrics,Texas,8,57,1682,Day,Teaching,332,7,TNCC,4.128385437189378,0,0.172,0
717,Labor & Delivery,North Carolina,8,86,1062,Night,Community,89,12,ACLS,4.2759082546314655,0,0.1645,0
718,ICU,Florida,26,80,1903,Day,Community,238,19,TNCC,3.6263195167656477,0,0.172,1
719,Labor & Delivery,Ohio,13,88,1199,Rotating,Private,213,2,CCRN,4.9768638445641695,1,0.176,1
720,Pediatrics,Illinois,13,53,1563,Rotating,Teaching,585,4,PALS,4.499610957042378,0,0.1605,0
721,Labor & Delivery,California,4,54,1408,Night,Government,585,8,TNCC,3.928106102695134,0,0.172,0
722,ICU,Florida,26,70,2083,Night,Private,53,5,ACLS,4.378712591322866,1,0.1645,1
723,Pediatrics,Illinois,4,40,2438,Rotating,Government,884,1,CEN,3.664223549103491,1,0.167,0
724,Pediatrics,Georgia,13,42,2375,Night,Community,339,12,BLS,4.948755003211375,1,0.16,1
725,Labor & Delivery,Georgia,8,55,1584,Day,Private,482,4,TNCC,3.762177481825049,0,0.172,0
726,Pediatrics,Florida,4,62,900,Day,Community,520,7,BLS,4.472045477082821,0,0.16,0
727,Labor & Delivery,Ohio,13,50,2182,Night,Teaching,230,0,CCRN,3.8681816938083955,1,0.176,0
728,Med-Surg,Georgia,13,51,2203,Rotating,Teaching,297,19,TNCC,4.576342073972803,0,0.172,0
729,Pediatrics,Illinois,8,49,1619,Night,Government,677,11,TNCC,4.665232050860421,1,0.172,0
730,Labor & Delivery,North Carolina,26,71,2044,Rotating,Teaching,328,10,CEN,4.510129593367149,1,0.167,1
731,Med-Surg,Texas,13,55,1619,Night,Government,926,6,PALS,4.421749190382789,1,0.1605,0
732,Pediatrics,Illinois,4,47,1219,Night,Community,630,14,ACLS,4.838703640928017,0,0.1645,0
733,Med-Surg,Georgia,8,77,923,Night,Private,912,10,ACLS,3.6179400664846373,1,0.1645,0
734,Pediatrics,Georgia,26,51,1221,Day,Teaching,303,15,ACLS,3.996372148670293,1,0.1645,0
735,ICU,New York,26,63,2054,Day,Community,230,2,CCRN,3.872431219446269,1,0.176,0
736,ICU,California,26,67,1886,Rotating,Private,879,19,PALS,4.982020943098132,1,0.1605,1
737,Labor & Delivery,Ohio,13,47,2308,Night,Community,730,13,BLS,4.08408466950031,0,0.16,0
738,ER,Illinois,26,67,2451,Day,Government,874,2,ACLS,4.598919048860598,0,0.1645,1
739,ICU,Georgia,13,75,2397,Night,Community,558,0,BLS,4.527087745821507,1,0.16,1
740,ER,Ohio,8,65,1567,Rotating,Government,810,14,PALS,3.8181218562160666,1,0.1605,0
741,Med-Surg,Florida,8,47,1282,Day,Government,749,0,CCRN,3.858496520317327,1,0.176,0
742,Med-Surg,Florida,26,89,1318,Rotating,Teaching,615,16,PALS,3.9219268453295513,1,0.1605,0
743,ER,Illinois,8,67,954,Day,Government,375,1,CEN,4.116690917389069,1,0.167,0
744,Labor & Delivery,New York,4,67,891,Night,Government,406,19,ACLS,3.8514875984757904,1,0.1645,0
745,Pediatrics,Georgia,4,76,1781,Rotating,Community,874,5,CCRN,3.5294772241202717,1,0.176,1
746,ER,Illinois,13,80,2349,Day,Government,699,7,CEN,4.819089585210794,0,0.167,1
747,ER,Texas,26,75,1254,Day,Government,729,15,ACLS,4.948414747071326,1,0.1645,1
748,ER,New York,13,66,1397,Night,Community,440,18,PALS,4.012355580547352,0,0.1605,1
749,ER,Georgia,8,56,2468,Rotating,Private,664,0,PALS,4.007760319138209,1,0.1605,1
750,ER,Georgia,26,48,1309,Rotating,Teaching,983,2,TNCC,3.5106377191615565,1,0.172,0
751,Labor & Delivery,Ohio,13,72,2006,Rotating,Community,134,2,TNCC,4.520376032495561,1,0.172,1
752,ICU,Illinois,26,59,1185,Night,Government,366,4,PALS,4.7381598436229435,0,0.1605,0
753,Pediatrics,Georgia,26,52,2397,Day,Community,261,11,PALS,3.7199124505400047,1,0.1605,0
754,ICU,Ohio,13,67,1204,Day,Private,564,11,BLS,3.7394995240507263,0,0.16,0
755,ER,Georgia,26,87,1045,Rotating,Community,433,19,BLS,4.685124874957157,1,0.16,1
756,ICU,California,8,68,1541,Day,Community,740,12,CEN,4.424436122531217,0,0.167,0
757,Labor & Delivery,New York,4,52,2414,Rotating,Community,391,19,TNCC,3.5672908364415754,1,0.172,0
758,Med-Surg,Illinois,4,85,1460,Night,Community,864,8,TNCC,4.433820485693422,1,0.172,1
759,ICU,California,26,74,1449,Night,Government,893,6,PALS,3.963376584265649,1,0.1605,0
760,Pediatrics,Illinois,4,45,2294,Night,Community,87,3,PALS,4.053087733206269,1,0.1605,0
761,Labor & Delivery,Texas,26,57,2246,Rotating,Private,560,18,CEN,4.654597127445321,0,0.167,0
762,Med-Surg,Florida,13,44,1700,Day,Community,469,18,CCRN,4.7164027890089155,0,0.176,0
763,Labor & Delivery,North Carolina,8,86,864,Night,Community,800,5,CCRN,4.100534940259746,1,0.176,1
764,ER,Ohio,4,64,1836,Rotating,Government,218,12,CCRN,4.920729404009532,1,0.176,1
765,Med-Surg,Illinois,13,41,1012,Rotating,Government,958,10,TNCC,4.1096940769281085,0,0.172,0
766,Pediatrics,New York,8,49,1041,Night,Community,392,12,BLS,4.657754052845165,1,0.16,0
767,Med-Surg,Illinois,4,69,1292,Night,Government,875,12,CCRN,4.225815896846388,1,0.176,0
768,Pediatrics,Illinois,4,89,2036,Night,Government,355,19,ACLS,4.846298489783126,0,0.1645,1
769,ER,Illinois,8,84,1137,Day,Community,591,14,CEN,4.861641865475268,0,0.167,1
770,Pediatrics,North Carolina,13,44,972,Day,Government,751,12,CCRN,3.631125211806626,0,0.176,0
771,Labor & Delivery,Georgia,13,72,1471,Rotating,Teaching,918,10,ACLS,4.904739996965338,1,0.1645,1
772,ICU,Illinois,4,40,963,Night,Teaching,586,18,CCRN,4.738302262280623,1,0.176,0
773,Labor & Delivery,Georgia,8,57,1264,Night,Teaching,161,7,BLS,4.6869660714690005,1,0.16,0
774,Labor & Delivery,New York,13,71,1794,Day,Government,460,19,BLS,3.801367009528284,1,0.16,1
775,Med-Surg,New York,8,86,1296,Night,Teaching,996,7,CCRN,4.707678813131997,0,0.176,1
776,ER,Illinois,8,88,1499,Rotating,Private,255,9,ACLS,4.775199102027555,1,0.1645,1
777,ICU,Georgia,4,50,1194,Night,Teaching,234,15,CEN,3.9337255016812263,1,0.167,0
778,Pediatrics,Florida,8,60,1502,Day,Private,431,18,ACLS,4.928390117543485,0,0.1645,0
779,Med-Surg,Illinois,8,65,1107,Rotating,Government,545,10,CEN,3.5747902195987464,1,0.167,0
780,ER,Ohio,26,64,982,Rotating,Teaching,428,12,CCRN,3.7248638798707097,1,0.176,0
781,ICU,Ohio,8,61,1428,Night,Private,96,8,CEN,4.306371707077272,1,0.167,0
782,Labor & Delivery,New York,13,66,1309,Rotating,Government,935,19,PALS,4.363688706683464,1,0.1605,0
783,ER,North Carolina,4,88,1345,Night,Teaching,789,18,TNCC,4.467725124951355,0,0.172,1
784,ER,Ohio,4,52,2387,Night,Community,600,15,TNCC,3.5254536939731995,0,0.172,0
785,ER,Ohio,8,72,1423,Day,Teaching,577,6,BLS,4.940550161933196,1,0.16,0
786,Labor & Delivery,Texas,8,73,1393,Rotating,Teaching,553,18,PALS,3.566882139101216,0,0.1605,0
787,Pediatrics,Illinois,13,80,1543,Night,Teaching,71,11,TNCC,3.7145929290851036,1,0.172,0
788,Med-Surg,Illinois,26,74,2050,Night,Community,262,14,CCRN,3.5210217762890856,1,0.176,1
789,Pediatrics,Illinois,4,40,2259,Night,Private,359,13,CEN,4.3502876499411425,1,0.167,0
790,ICU,Illinois,26,60,2245,Rotating,Private,710,10,CEN,4.898400325881458,1,0.167,1
791,Med-Surg,California,13,87,1353,Rotating,Community,802,9,ACLS,4.498920749120696,1,0.1645,1
792,ICU,Illinois,4,45,820,Rotating,Teaching,321,10,ACLS,4.733986202720641,1,0.1645,0
793,Labor & Delivery,North Carolina,13,67,1353,Night,Teaching,620,5,CEN,3.5199218051878702,1,0.167,0
794,Pediatrics,Georgia,8,56,1196,Rotating,Teaching,848,1,CCRN,4.313022947719589,0,0.176,0
795,ER,New York,13,44,1424,Night,Private,987,10,CEN,4.189344466258283,0,0.167,0
796,Med-Surg,Georgia,8,70,904,Rotating,Private,251,18,ACLS,4.24845191633119,1,0.1645,0
797,ER,North Carolina,26,44,991,Rotating,Community,81,5,TNCC,3.608319778002782,0,0.172,0
798,ICU,New York,4,77,816,Night,Government,492,13,BLS,4.526653041603961,0,0.16,1
799,ER,California,4,42,1943,Rotating,Community,211,19,ACLS,4.254830622287952,0,0.1645,0
800,ER,Illinois,26,62,1192,Night,Private,816,5,CCRN,4.647723274791896,1,0.176,0
801,Labor & Delivery,Florida,8,76,1224,Rotating,Teaching,303,16,TNCC,4.227935951092573,1,0.172,1
802,Labor & Delivery,Georgia,4,76,928,Rotating,Teaching,570,9,TNCC,3.724072454339648,0,0.172,0
803,Pediatrics,Illinois,13,49,1953,Rotating,Teaching,700,0,TNCC,4.472385431116733,1,0.172,1
804,ICU,New York,8,49,1371,Rotating,Teaching,529,2,PALS,3.758579543157749,1,0.1605,0
805,Labor & Delivery,Georgia,4,58,2383,Day,Government,59,7,PALS,4.808591845032222,0,0.1605,1
806,Labor & Delivery,Texas,13,56,828,Night,Community,775,7,TNCC,4.419674358603862,1,0.172,0
807,Pediatrics,Ohio,13,60,1920,Day,Community,554,19,CCRN,3.735805825335431,1,0.176,0
808,Med-Surg,Texas,4,53,1833,Rotating,Private,834,14,CEN,4.9435070862218105,1,0.167,1
